
Jul 30, 2021	MXCT	MaxCyte	$13.00	$11.69	-10.08%
Jul 29, 2021	ICVX	Icosavax	$15.00	$33.89	125.93%
Jul 29, 2021	RSKD	Riskified	$21.00	$20.78	-1.05%
Jul 29, 2021	COOK	Traeger	$18.00	$21.04	16.89%
Jul 29, 2021	IMAQ	International Media Acquisition	$10.00	$9.85	-1.50%
Jul 29, 2021	NUVL	Nuvalent	$17.00	$29.55	73.82%
Jul 29, 2021	RLYB	Rallybio	$13.00	$19.00	46.15%
Jul 29, 2021	MTAL	Metals Acquisition	$10.00	$9.73	-2.70%
Jul 29, 2021	HOOD	Robinhood Markets	$38.00	$37.07	-2.45%
Jul 29, 2021	SWAG	Software Acquisition Group III	$10.00	$9.90	-1.00%
Jul 28, 2021	APTM	Alpha Partners Technology Merger	$10.00	$9.67	-3.30%
Jul 28, 2021	DUOL	Duolingo	$102.00	$158.59	55.48%
Jul 28, 2021	SNPO	Snap One Holdings	$18.00	$16.00	-11.11%
Jul 28, 2021	MEAC	Mercury Ecommerce Acquisition	$10.00	$9.85	-1.50%
Jul 28, 2021	DALS	DA32 Life Science Tech Acquisition	$10.00	$9.95	-0.50%
Jul 28, 2021	PWSC	PowerSchool Holdings	$18.00	$24.53	36.28%
Jul 28, 2021	MLNK	MeridianLink	$26.00	$25.65	-1.35%
Jul 27, 2021	WRAC	Williams Rowland Acquisition	$10.00	$9.94	-0.60%
Jul 27, 2021	CADL	Candel Therapeutics	$8.00	$11.55	44.38%
Jul 27, 2021	ALPA	Alpha Healthcare Acquisition III	$10.00	$9.73	-2.70%
Jul 23, 2021	XPOF	Xponential Fitness	$12.00	$17.20	43.33%
Jul 23, 2021	OB	Outbrain	$20.00	$16.61	-16.95%
Jul 23, 2021	BLNG	Belong Acquisition	$10.00	$9.77	-2.30%
Jul 23, 2021	GAMB	Gambling.com Group	$8.00	$15.93	99.13%
Jul 23, 2021	CNM	Core & Main	$20.00	$27.43	37.15%
Jul 23, 2021	CTKB	Cytek Biosciences	$17.00	$24.28	42.82%
Jul 23, 2021	CRBU	Caribou Biosciences	$16.00	$23.26	45.38%
Jul 23, 2021	SOPH	SOPHiA GENETICS	$18.00	$15.74	-12.56%
Jul 22, 2021	ZVIA	Zevia	$14.00	$11.54	-17.57%
Jul 22, 2021	ZENV	Zenvia	$13.00	$10.66	-18.00%
Jul 22, 2021	BASE	Couchbase	$24.00	$44.45	85.21%
Jul 22, 2021	ABSI	Absci	$16.00	$17.02	6.38%
Jul 22, 2021	INST	Instructure	$20.00	$26.08	30.40%
Jul 22, 2021	RYAN	Ryan Specialty Group	$23.50	$37.00	57.45%
Jul 21, 2021	PFTA	Portage Fintech Acquisition	$10.00	$9.72	-2.80%
Jul 21, 2021	LAW	CS Disco	$32.00	$57.47	79.59%
Jul 21, 2021	VEEE	Twin Vee PowerCats	$6.00	$3.62	-39.67%
Jul 21, 2021	KLTR	Kaltura	$10.00	$6.49	-35.10%
Jul 21, 2021	VTEX	VTEX	$19.00	$17.37	-8.58%
Jul 21, 2021	PYCR	Paycor	$23.00	$34.63	50.57%
Jul 20, 2021	CLAY	Chavant Capital Acquisition	$10.00	$9.84	-1.60%
Jul 20, 2021	TRTL	TortoiseEcofin Acquisition III	$10.00	$9.72	-2.80%
Jul 20, 2021	HCWB	HCW Biologics	$8.00	$3.40	-57.50%
Jul 20, 2021	CLOE	Clover Leaf Capital	$10.00	$9.97	-0.30%
Jul 16, 2021	TCRX	TScan Therapeutics	$15.00	$8.75	-41.67%
Jul 16, 2021	BSAQ	Black Spade Acquisition	$10.00	$9.72	-2.80%
Jul 16, 2021	RGC	Regencell Bioscience	$9.50	$20.94	120.42%
Jul 16, 2021	IMGO	Imago BioSciences	$16.00	$24.61	53.81%
Jul 16, 2021	ERAS	Erasca	$16.00	$20.29	26.81%
Jul 16, 2021	TWCB	Bilander Acquisition	$10.00	$9.75	-2.50%
Jul 16, 2021	APAC	Stonebridge Acquisition	$10.00	$9.98	-0.20%
Jul 16, 2021	STVN	Stevanato Group	$21.00	$25.57	21.76%
Jul 16, 2021	BLND	Blend Labs	$18.00	$15.50	-13.89%
Jul 16, 2021	BRDG	Bridge Investment Group	$16.00	$18.64	16.50%
Jul 15, 2021	SERA	Sera Prognostics	$16.00	$10.88	-32.00%
Jul 15, 2021	MCG	Membership Collective Group	$14.00	$10.50	-25.00%
Jul 15, 2021	CLAQ	CleanTech Acquisition	$10.00	$9.95	-0.50%
Jul 15, 2021	UPTD	TradeUP Acquisition	$10.00	$9.92	-0.80%
Jul 15, 2021	RPID	Rapid Micro Biosystems	$20.00	$22.13	10.65%
Jul 15, 2021	PECO	Phillips Edison & Company	$28.00	$32.24	15.14%
Jul 15, 2021	SGHT	Sight Sciences	$24.00	$25.00	4.17%
Jul 15, 2021	FXLV	F45 Training	$16.00	$15.61	-2.44%
Jul 14, 2021	JATT	JATT Acquisition	$10.00	$9.88	-1.20%
Jul 14, 2021	IINN	Inspira Technologies Oxy	$5.51	$3.70	-32.85%
Jul 13, 2021	UNCY	Unicycive Therapeutics	$0.00	$3.03	0.00%
Jul 13, 2021	ARYE	Arya Sciences Acquisition V	$10.00	$10.01	0.10%
Jul 12, 2021	GWII	Good Works II Acquisition	$10.00	$9.81	-1.90%
Jul 9, 2021	RNAZ	TransCode Therapeutics	$4.00	$3.36	-16.00%
Jul 9, 2021	GLTA	Galata Acquisition	$10.00	$9.94	-0.59%
Jul 9, 2021	SNTG	Sentage Holdings	$5.00	$2.22	-55.60%
Jul 9, 2021	ACRO	Acropolis Infrastructure Acquisition	$10.00	$9.70	-3.00%
Jul 8, 2021	ALCC	AltC Acquisition	$10.00	$9.82	-1.80%
Jul 8, 2021	MITQ	Moving iMage Technologies	$3.00	$2.77	-7.67%
Jul 8, 2021	AGRI	AgriFORCE Growing Systems	$5.00	$2.30	-54.00%
Jul 8, 2021	RICO	Agrico Acquisition	$10.00	$10.02	0.20%
Jul 2, 2021	NYXH	Nyxoah	$30.00	$25.00	-16.67%
Jul 1, 2021	VRAR	Glimpse Group	$0.00	$12.54	0.00%
Jul 1, 2021	ABOS	Acumen Pharmaceuticals	$16.00	$14.73	-7.94%
Jul 1, 2021	FICV	Frontier Investment	$10.00	$9.73	-2.70%
Jul 1, 2021	CURV	Torrid Holdings	$21.00	$18.40	-12.38%
Jul 1, 2021	GGGV	G3 VRM Acquisition	$10.00	$10.01	0.10%
Jul 1, 2021	HEPS	D-MARKET Electronic Services & Trading	$0.00	$5.24	0.00%
Jul 1, 2021	DRAY	Macondray Capital Acquisition I	$10.00	$9.80	-2.00%
Jul 1, 2021	CORS	Corsair Partnering	$10.00	$9.69	-3.10%
Jul 1, 2021	EVCM	EverCommerce	$17.00	$20.14	18.47%
Jul 1, 2021	WAVE	Eco Wave Power Global	$8.00	$7.00	-12.50%
Jul 1, 2021	DNUT	Krispy Kreme	$17.00	$13.86	-18.47%
Jun 30, 2021	CPOP	Pop Culture Group	$6.00	$2.94	-51.00%
Jun 30, 2021	MCAF	Mountain Crest Acquisition IV	$10.00	$9.90	-1.00%
Jun 30, 2021	AVTE	Aerovate Therapeutics	$14.00	$16.95	21.07%
Jun 30, 2021	SHQA	Shelter Acquisition I	$10.00	$9.76	-2.40%
Jun 30, 2021	YOU	Clear Secure	$31.00	$45.71	47.45%
Jun 30, 2021	XMTR	Xometry	$44.00	$47.12	7.09%
Jun 30, 2021	IAS	Integral Ad Science Holding	$18.00	$24.50	36.11%
Jun 30, 2021	DNAD	Social Capital Suvretta Holdings IV	$10.00	$9.98	-0.20%
Jun 30, 2021	DIDI	DiDi Global	$14.00	$8.24	-41.14%
Jun 30, 2021	CVRX	CVRx	$18.00	$16.97	-5.72%
Jun 30, 2021	LZ	LegalZoom.com	$28.00	$26.63	-4.89%
Jun 30, 2021	INTA	Intapp	$26.00	$29.80	14.62%
Jun 30, 2021	DNAA	Social Capital Suvretta Holdings I	$10.00	$9.97	-0.30%
Jun 30, 2021	S	SentinelOne	$35.00	$69.27	97.91%
Jun 30, 2021	DNAB	Social Capital Suvretta Holdings II	$10.00	$9.95	-0.50%
Jun 30, 2021	THCP	Thunder Bridge Capital Partners IV	$10.00	$9.72	-2.80%
Jun 30, 2021	DNAC	Social Capital Suvretta Holdings III	$10.00	$9.97	-0.30%
Jun 29, 2021	GOBI	Gobi Acquisition	$10.00	$9.68	-3.20%
Jun 29, 2021	EOCW	Elliott Opportunity II	$10.00	$9.77	-2.30%
Jun 29, 2021	DDL	Dingdong	$23.50	$30.21	28.55%
Jun 25, 2021	ACXP	Acurx Pharmaceuticals	$6.00	$5.46	-9.00%
Jun 25, 2021	GHRS	GH Research PLC	$16.00	$25.26	57.88%
Jun 25, 2021	TKNO	Alpha Teknova	$16.00	$23.07	44.19%
Jun 25, 2021	GMVD	G Medical Innovations	$5.00	$2.30	-54.00%
Jun 25, 2021	ELEV	Elevation Oncology	$16.00	$8.62	-46.13%
Jun 25, 2021	GRPH	Graphite Bio	$17.00	$12.72	-25.18%
Jun 25, 2021	MCW	Mister Car Wash	$15.00	$19.08	27.20%
Jun 25, 2021	MF	Missfresh	$13.00	$4.04	-68.92%
Jun 24, 2021	FTVI	FinTech Acquisition VI	$10.00	$9.81	-1.90%
Jun 24, 2021	MIRO	Miromatrix Medical	$9.00	$8.07	-10.33%
